        FltTime          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL         Long/E          Lat/N
         1586.0         306.16         -46.29          82.57           44.4            235         8903.9   072°37.282'W    45°48.051'N
         1587.0         305.96         -46.33          82.55           44.4            235         8908.3   072°37.254'W    45°48.065'N
         1588.0         305.75         -46.37          82.58           44.5            235         8912.7   072°37.225'W    45°48.079'N
         1589.0         305.55         -46.40          82.62           44.6            235         8917.1   072°37.196'W    45°48.092'N
         1590.0         305.36         -46.44          82.65           44.7            235         8921.3   072°37.169'W    45°48.106'N
         1591.0         305.16         -46.47          82.68           44.7            235         8925.7   072°37.141'W    45°48.120'N
         1592.0         304.96         -46.51          82.72           44.7            235         8929.9   072°37.114'W    45°48.133'N
         1593.0         304.76         -46.54          82.35           44.7            235         8934.3   072°37.086'W    45°48.147'N
         1594.0         304.56         -46.58          82.77           44.8            235         8938.6   072°37.058'W    45°48.161'N
         1595.0         304.35         -46.62          82.22           44.9            235         8943.2   072°37.030'W    45°48.175'N
         1596.0         304.14         -46.66          82.82           44.9            235         8947.8   072°37.001'W    45°48.189'N
         1597.0         303.93         -46.71          82.28           45.0            235         8952.4   072°36.972'W    45°48.204'N
         1598.0         303.73         -46.75          82.89           45.0            235         8956.8   072°36.944'W    45°48.218'N
         1599.0         303.52         -46.79          82.92           45.1            235         8961.4   072°36.916'W    45°48.233'N
         1600.0         303.31         -46.83          82.96           45.1            235         8966.0   072°36.887'W    45°48.246'N
         1601.0         303.11         -46.87          82.78           45.1            235         8970.4   072°36.858'W    45°48.260'N
         1602.0         302.90         -46.91          83.00           45.1            235         8974.9   072°36.830'W    45°48.274'N
         1603.0         302.68         -46.96          82.82           45.2            235         8979.7   072°36.803'W    45°48.288'N
         1604.0         302.47         -46.99          82.39           45.2            235         8984.3   072°36.774'W    45°48.301'N
         1605.0         302.26         -47.03          82.83           45.3            235         8988.9   072°36.746'W    45°48.315'N
         1606.0         302.05         -47.07          82.86           45.3            235         8993.5   072°36.718'W    45°48.330'N
         1607.0         301.84         -47.12          82.89           45.4            235         8998.1   072°36.689'W    45°48.344'N
         1608.0         301.64         -47.15          82.91           45.4            235         9002.5   072°36.660'W    45°48.359'N
         1609.0         301.44         -47.20          82.94           45.4            235         9006.8   072°36.630'W    45°48.373'N
         1610.0         301.25         -47.23          82.97           45.5            235         9011.0   072°36.601'W    45°48.387'N
         1611.0         301.05         -47.26          83.42           45.5            235         9015.4   072°36.573'W    45°48.401'N
         1612.0         300.85         -47.30          82.97           45.6            235         9019.8   072°36.545'W    45°48.415'N
         1613.0         300.65         -47.33          83.41           45.7            235         9024.2   072°36.517'W    45°48.429'N
         1614.0         300.44         -47.37          83.45           45.8            235         9028.8   072°36.488'W    45°48.443'N
         1615.0         300.23         -47.41          83.48           45.9            235         9033.4   072°36.460'W    45°48.457'N
         1616.0         300.03         -47.44          82.94           45.9            235         9038.0   072°36.430'W    45°48.472'N
         1617.0         299.82         -47.48          83.55           46.0            235         9042.5   072°36.400'W    45°48.487'N
         1618.0         299.61         -47.52          83.41           46.0            235         9047.1   072°36.371'W    45°48.501'N
         1619.0         299.40         -47.56          84.04           46.1            235         9051.7   072°36.341'W    45°48.516'N
         1620.0         299.18         -47.59          83.48           46.1            235         9056.5   072°36.312'W    45°48.530'N
         1621.0         298.98         -47.63          84.12           46.2            235         9061.1   072°36.283'W    45°48.544'N
         1622.0         298.77         -47.67          83.86           46.2            235         9065.7   072°36.254'W    45°48.557'N
         1623.0         298.56         -47.72          83.46           46.3            235         9070.3   072°36.225'W    45°48.571'N
         1624.0         298.35         -47.75          83.85           46.4            235         9074.9   072°36.195'W    45°48.585'N
         1625.0         298.16         -47.80          83.90           46.5            235         9079.2   072°36.166'W    45°48.600'N
         1626.0         297.95         -47.84          83.95           46.6            235         9083.8   072°36.136'W    45°48.615'N
         1627.0         297.75         -47.88          84.00           46.7            235         9088.2   072°36.107'W    45°48.629'N
         1628.0         297.53         -47.93          84.69           46.7            235         9093.0   072°36.078'W    45°48.644'N
         1629.0         297.33         -47.97          84.12           46.8            235         9097.6   072°36.049'W    45°48.659'N
         1630.0         297.11         -48.02          84.17           46.8            235         9102.4   072°36.020'W    45°48.673'N
         1631.0         296.90         -48.06          84.22           46.9            235         9107.0   072°35.990'W    45°48.686'N
         1632.0         296.70         -48.11          84.27           47.0            235         9111.6   072°35.960'W    45°48.701'N
         1633.0         296.50         -48.15          84.67           47.1            235         9115.9   072°35.929'W    45°48.715'N
         1634.0         296.30         -48.20          84.27           47.2            235         9120.3   072°35.899'W    45°48.730'N
         1635.0         296.11         -48.23          84.67           47.2            235         9124.7   072°35.868'W    45°48.745'N
         1636.0         295.91         -48.26          84.10           47.3            235         9129.1   072°35.838'W    45°48.760'N
         1637.0         295.70         -48.28          84.82           47.3            235         9133.7   072°35.808'W    45°48.774'N
         1638.0         295.51         -48.30          84.26           47.3            235         9138.1   072°35.779'W    45°48.789'N
         1639.0         295.30         -48.33          84.98           47.4            235         9142.7   072°35.749'W    45°48.804'N
         1640.0         295.10         -48.36          84.42           47.5            235         9147.0   072°35.719'W    45°48.818'N
         1641.0         294.90         -48.40          84.47           47.5            235         9151.6   072°35.690'W    45°48.833'N
         1642.0         294.69         -48.43          84.44           47.6            235         9156.2   072°35.660'W    45°48.847'N
         1643.0         294.49         -48.48          84.47           47.7            235         9160.8   072°35.630'W    45°48.863'N
         1644.0         294.28         -48.51          84.51           47.7            235         9165.4   072°35.599'W    45°48.878'N
         1645.0         294.08         -48.55          84.55           47.8            235         9169.8   072°35.568'W    45°48.893'N
         1646.0         293.89         -48.58          84.59           47.8            235         9174.2   072°35.537'W    45°48.908'N
         1647.0         293.69         -48.60          83.54           47.8            235         9178.6   072°35.506'W    45°48.923'N
         1648.0         293.50         -48.64          84.20           47.9            235         9182.9   072°35.476'W    45°48.938'N
         1649.0         293.31         -48.67          84.06           47.9            235         9187.1   072°35.446'W    45°48.953'N
         1650.0         293.11         -48.71          83.55           48.0            235         9191.5   072°35.416'W    45°48.968'N
         1651.0         292.93         -48.73          83.58           48.1            235         9195.7   072°35.386'W    45°48.983'N
         1652.0         292.74         -48.76          83.59           48.1            235         9199.9   072°35.355'W    45°48.998'N
         1653.0         292.55         -48.79          84.00           48.2            235         9204.1   072°35.325'W    45°49.013'N
         1654.0         292.37         -48.83          82.93           48.2            235         9208.3   072°35.294'W    45°49.028'N
         1655.0         292.18         -48.86          83.32           48.2            235         9212.5   072°35.263'W    45°49.043'N
         1656.0         291.99         -48.89          82.79           48.2            235         9216.8   072°35.234'W    45°49.058'N
         1657.0         291.80         -48.93          82.80           48.3            235         9221.0   072°35.203'W    45°49.073'N
         1658.0         291.60         -48.97          82.81           48.3            235         9225.4   072°35.173'W    45°49.089'N
         1659.0         291.41         -49.01          82.28           48.3            235         9229.8   072°35.142'W    45°49.104'N
         1660.0         291.21         -49.05          83.03           48.4            235         9234.2   072°35.111'W    45°49.119'N
         1661.0         291.02         -49.08          82.48           48.4            235         9238.6   072°35.080'W    45°49.134'N
         1662.0         290.83         -49.13          82.48           48.5            235         9243.0   072°35.049'W    45°49.149'N
         1663.0         290.63         -49.17          81.98           48.5            235         9247.4   072°35.018'W    45°49.164'N
         1664.0         290.44         -49.20          82.31           48.5            235         9251.7   072°34.988'W    45°49.179'N
         1665.0         290.23         -49.24          82.30           48.5            235         9256.3   072°34.958'W    45°49.195'N
         1666.0         290.04         -49.28          81.78           48.5            235         9260.7   072°34.928'W    45°49.210'N
         1667.0         289.84         -49.31          81.77           48.5            235         9265.1   072°34.899'W    45°49.225'N
         1668.0         289.66         -49.35          81.76           48.5            235         9269.3   072°34.868'W    45°49.240'N
         1669.0         289.47         -49.38          81.74           48.5            235         9273.7   072°34.837'W    45°49.255'N
         1670.0         289.28         -49.42          81.17           48.5            235         9277.9   072°34.806'W    45°49.270'N
         1671.0         289.09         -49.45          81.88           48.5            235         9282.3   072°34.775'W    45°49.285'N
         1672.0         288.88         -49.49          81.31           48.6            235         9286.8   072°34.744'W    45°49.300'N
         1673.0         288.68         -49.53          81.29           48.6            235         9291.4   072°34.713'W    45°49.315'N
         1674.0         288.49         -49.58          81.27           48.6            235         9295.8   072°34.682'W    45°49.331'N
         1675.0         288.30         -49.62          80.71           48.6            235         9300.2   072°34.652'W    45°49.346'N
         1676.0         288.11         -49.66          80.68           48.6            235         9304.4   072°34.621'W    45°49.361'N
         1677.0         287.93         -49.70          81.06           48.6            235         9308.6   072°34.590'W    45°49.377'N
         1678.0         287.73         -49.74          80.46           48.6            235         9313.0   072°34.560'W    45°49.393'N
         1679.0         287.54         -49.78          80.43           48.6            235         9317.4   072°34.529'W    45°49.408'N
         1680.0         287.34         -49.81          80.41           48.6            235         9321.9   072°34.498'W    45°49.423'N
         1681.0         287.14         -49.85          80.39           48.7            235         9326.5   072°34.468'W    45°49.438'N
         1682.0         286.94         -49.89          80.36           48.7            235         9330.9   072°34.437'W    45°49.453'N
         1683.0         286.76         -49.93          80.34           48.7            235         9335.1   072°34.406'W    45°49.468'N
         1684.0         286.57         -49.97          80.32           48.7            235         9339.5   072°34.375'W    45°49.483'N
         1685.0         286.38         -50.01          81.00           48.8            235         9343.7   072°34.345'W    45°49.498'N
         1686.0         286.20         -50.05          80.98           48.8            235         9347.9   072°34.314'W    45°49.514'N
         1687.0         286.02         -50.10          80.47           48.8            235         9352.1   072°34.284'W    45°49.530'N
         1688.0         285.83         -50.14          80.55           48.8            235         9356.4   072°34.254'W    45°49.545'N
         1689.0         285.64         -50.17          80.53           48.8            235         9360.6   072°34.224'W    45°49.561'N
         1690.0         285.46         -50.22          80.51           48.8            235         9364.8   072°34.194'W    45°49.576'N
         1691.0         285.28         -50.25          79.99           48.7            235         9368.8   072°34.163'W    45°49.590'N
         1692.0         285.09         -50.29          80.67           48.7            235         9373.2   072°34.131'W    45°49.606'N
         1693.0         284.91         -50.33          79.55           48.7            235         9377.4   072°34.099'W    45°49.621'N
         1694.0         284.72         -50.37          80.12           48.7            235         9381.8   072°34.068'W    45°49.636'N
         1695.0         284.53         -50.42          80.08           48.8            235         9386.2   072°34.036'W    45°49.650'N
         1696.0         284.33         -50.46          80.04           48.8            235         9390.7   072°34.006'W    45°49.666'N
         1697.0         284.14         -50.50          80.00           48.7            235         9395.1   072°33.976'W    45°49.681'N
         1698.0         283.94         -50.55          79.39           48.7            235         9399.5   072°33.946'W    45°49.696'N
         1699.0         283.75         -50.59          79.34           48.7            235         9403.9   072°33.915'W    45°49.712'N
         1700.0         283.57         -50.63          79.29           48.8            235         9408.1   072°33.885'W    45°49.728'N
         1701.0         283.38         -50.67          79.24           48.8            235         9412.5   072°33.853'W    45°49.743'N
         1702.0         283.20         -50.71          79.96           48.9            235         9416.7   072°33.822'W    45°49.758'N
         1703.0         283.02         -50.75          79.40           48.9            235         9420.8   072°33.790'W    45°49.773'N
         1704.0         282.83         -50.79          79.35           48.9            234         9425.0   072°33.759'W    45°49.789'N
         1705.0         282.64         -50.83          80.08           48.9            235         9429.4   072°33.727'W    45°49.804'N
         1706.0         282.46         -50.87          79.46           48.9            235         9433.6   072°33.697'W    45°49.819'N
         1707.0         282.28         -50.91          79.42           48.9            235         9437.8   072°33.666'W    45°49.834'N
         1708.0         282.10         -50.95          79.36           48.9            235         9442.0   072°33.636'W    45°49.849'N
         1709.0         281.92         -50.99          79.31           48.9            235         9446.2   072°33.605'W    45°49.864'N
         1710.0         281.74         -51.03          79.36           49.0            235         9450.4   072°33.575'W    45°49.879'N
         1711.0         281.55         -51.07          79.33           49.2            235         9454.5   072°33.545'W    45°49.894'N
         1712.0         281.37         -51.11          78.66           49.3            234         9458.7   072°33.514'W    45°49.910'N
         1713.0         281.18         -51.14          78.62           49.3            234         9463.1   072°33.484'W    45°49.925'N
         1714.0         281.00         -51.18          77.94           49.4            234         9467.3   072°33.452'W    45°49.940'N
         1715.0         280.82         -51.22          78.98           49.5            234         9471.5   072°33.421'W    45°49.955'N
         1716.0         280.63         -51.26          78.31           49.6            235         9475.9   072°33.391'W    45°49.971'N
         1717.0         280.44         -51.30          77.79           49.6            235         9480.3   072°33.361'W    45°49.986'N
         1718.0         280.26         -51.34          78.49           49.7            235         9484.5   072°33.330'W    45°50.002'N
         1719.0         280.08         -51.38          77.79           49.9            235         9488.6   072°33.300'W    45°50.018'N
         1720.0         279.90         -51.42          77.74           50.0            235         9492.8   072°33.269'W    45°50.034'N
         1721.0         279.72         -51.46          77.69           50.0            235         9497.0   072°33.237'W    45°50.049'N
         1722.0         279.54         -51.50          77.64           50.1            235         9501.2   072°33.205'W    45°50.065'N
         1723.0         279.35         -51.54          76.92           50.0            235         9505.6   072°33.174'W    45°50.081'N
         1724.0         279.15         -51.58          76.77           50.0            235         9510.2   072°33.142'W    45°50.097'N
         1725.0         278.95         -51.61          76.69           50.0            235         9514.8   072°33.112'W    45°50.112'N
         1726.0         278.75         -51.65          76.60           50.0            235         9519.6   072°33.082'W    45°50.127'N
         1727.0         278.53         -51.70          76.52           50.1            235         9524.7   072°33.051'W    45°50.143'N
         1728.0         278.27         -51.74          77.24           50.1            235         9530.7   072°33.021'W    45°50.158'N
         1729.0         277.98         -51.78          76.56           50.1            235         9537.5   072°32.990'W    45°50.174'N
         1730.0         277.64         -51.83          76.48           50.2            235         9545.3   072°32.957'W    45°50.190'N
         1731.0         277.30         -51.89          76.72           50.3            235         9553.3   072°32.924'W    45°50.207'N
         1732.0         276.95         -51.95          76.03           50.3            235         9561.4   072°32.891'W    45°50.225'N
         1733.0         276.65         -52.01          76.76           50.3            235         9568.6   072°32.858'W    45°50.242'N
         1734.0         276.37         -52.08          76.19           50.4            235         9575.0   072°32.824'W    45°50.258'N
         1735.0         276.14         -52.14          76.93           50.4            235         9580.6   072°32.790'W    45°50.272'N
         1736.0         275.91         -52.18          76.86           50.4            236         9585.8   072°32.754'W    45°50.284'N
         1737.0         275.72         -52.23          76.16           50.5            236         9590.3   072°32.719'W    45°50.296'N
         1738.0         275.52         -52.26          76.23           50.5            236         9594.9   072°32.684'W    45°50.310'N
         1739.0         275.33         -52.31          76.18           50.5            236         9599.5   072°32.649'W    45°50.327'N
         1740.0         275.14         -52.35          76.20           50.5            236         9603.9   072°32.616'W    45°50.345'N
         1741.0         274.96         -52.40          76.15           50.6            236         9608.1   072°32.584'W    45°50.362'N
         1742.0         274.78         -52.45          74.71           50.7            236         9612.5   072°32.554'W    45°50.379'N
         1743.0         274.58         -52.50          74.64           50.7            236         9617.1   072°32.523'W    45°50.394'N
         1744.0         274.39         -52.54          74.56           50.9            236         9621.4   072°32.491'W    45°50.408'N
         1745.0         274.20         -52.59          73.80           51.0            236         9626.0   072°32.458'W    45°50.422'N
         1746.0         274.01         -52.64          73.02           51.1            237         9630.4   072°32.426'W    45°50.436'N
         1747.0         273.83         -52.68          72.94           51.2            237         9634.8   072°32.394'W    45°50.451'N
         1748.0         273.66         -52.72          72.93           51.3            237         9638.8   072°32.364'W    45°50.467'N
         1749.0         273.47         -52.76          72.14           51.3            237         9643.2   072°32.332'W    45°50.483'N
         1750.0         273.30         -52.80          72.04           51.2            237         9647.4   072°32.300'W    45°50.498'N
         1751.0         273.10         -52.85          71.24           51.2            237         9652.0   072°32.268'W    45°50.514'N
         1752.0         272.91         -52.91          71.13           51.2            237         9656.5   072°32.235'W    45°50.529'N
         1753.0         272.70         -52.96          70.31           51.2            237         9661.5   072°32.203'W    45°50.544'N
         1754.0         272.49         -53.01          70.70           51.2            237         9666.3   072°32.170'W    45°50.559'N
         1755.0         272.28         -53.06          69.91           51.2            237         9671.3   072°32.137'W    45°50.573'N
         1756.0         272.06         -53.10          69.94           51.3            237         9676.7   072°32.105'W    45°50.588'N
         1757.0         271.79         -53.15          68.66           51.3            237         9683.1   072°32.073'W    45°50.602'N
         1758.0         271.47         -53.20          69.33           51.2            237         9690.6   072°32.041'W    45°50.617'N
         1759.0         271.10         -53.26          68.51           51.1            237         9699.2   072°32.008'W    45°50.632'N
         1760.0         270.73         -53.32          67.68           51.1            237         9708.2   072°31.976'W    45°50.648'N
         1761.0         270.38         -53.40          68.35           51.1            237         9716.6   072°31.944'W    45°50.664'N
         1762.0         270.09         -53.48          67.51           51.1            237         9723.3   072°31.910'W    45°50.680'N
         1763.0         269.86         -53.56          66.66           51.3            238         9728.7   072°31.874'W    45°50.695'N
         1764.0         269.68         -53.59          66.46           51.4            238         9733.1   072°31.836'W    45°50.709'N
         1765.0         269.50         -53.59          66.46           51.5            238         9737.3   072°31.798'W    45°50.722'N
         1766.0         269.32         -53.60          65.12           51.5            238         9741.7   072°31.761'W    45°50.736'N
         1767.0         269.10         -53.61          65.11           51.6            238         9747.1   072°31.727'W    45°50.751'N
         1768.0         268.86         -53.64          64.21           51.6            238         9752.6   072°31.695'W    45°50.767'N
         1769.0         268.63         -53.69          63.31           51.7            238         9758.2   072°31.664'W    45°50.782'N
         1770.0         268.42         -53.73          62.39           51.7            238         9763.2   072°31.632'W    45°50.797'N
         1771.0         268.22         -53.78          62.34           51.7            238         9768.0   072°31.598'W    45°50.811'N
         1772.0         268.04         -53.83          62.16           51.8            238         9772.4   072°31.562'W    45°50.825'N
         1773.0         267.86         -53.87          62.07           51.8            238         9776.6   072°31.525'W    45°50.840'N
         1774.0         267.69         -53.91          61.89           51.9            238         9780.8   072°31.489'W    45°50.855'N
         1775.0         267.50         -53.95          60.54           52.0            238         9785.3   072°31.455'W    45°50.870'N
         1776.0         267.30         -53.99          61.17           52.1            238         9790.1   072°31.421'W    45°50.885'N
         1777.0         267.10         -54.03          60.98           52.1            239         9794.9   072°31.388'W    45°50.900'N
         1778.0         266.90         -54.05          60.79           52.2            239         9799.7   072°31.355'W    45°50.914'N
         1779.0         266.69         -54.08          60.60           52.2            239         9804.7   072°31.322'W    45°50.929'N
         1780.0         266.48         -54.12          59.67           52.2            239         9809.7   072°31.289'W    45°50.943'N
         1781.0         266.27         -54.15          60.71           52.2            239         9814.9   072°31.254'W    45°50.958'N
         1782.0         266.06         -54.19          60.52           52.2            239         9819.8   072°31.219'W    45°50.973'N
         1783.0         265.85         -54.24          59.58           52.1            239         9825.0   072°31.184'W    45°50.988'N
         1784.0         265.64         -54.28          60.24           52.1            239         9830.0   072°31.149'W    45°51.002'N
         1785.0         265.43         -54.32          60.05           52.0            239         9835.0   072°31.114'W    45°51.017'N
         1786.0         265.23         -54.36          61.59           52.0            239         9839.8   072°31.079'W    45°51.032'N
         1787.0         265.03         -54.40          61.42           52.0            239         9844.8   072°31.046'W    45°51.047'N
         1788.0         264.82         -54.44          61.24           52.0            239         9849.7   072°31.012'W    45°51.061'N
         1789.0         264.62         -54.48          62.03           52.1            239         9854.5   072°30.977'W    45°51.075'N
         1790.0         264.43         -54.52          63.08           52.2            239         9859.3   072°30.944'W    45°51.089'N
         1791.0         264.23         -54.56          62.19           52.2            239         9864.1   072°30.909'W    45°51.103'N
         1792.0         264.03         -54.60          62.89           52.2            239         9868.9   072°30.874'W    45°51.117'N
         1793.0         263.83         -54.63          63.61           52.1            239         9873.7   072°30.839'W    45°51.132'N
         1794.0         263.64         -54.67          63.42           52.0            239         9878.5   072°30.804'W    45°51.147'N
         1795.0         263.43         -54.71          64.15           52.0            239         9883.4   072°30.768'W    45°51.161'N
         1796.0         263.23         -54.75          63.27           52.0            239         9888.4   072°30.732'W    45°51.176'N
         1797.0         263.02         -54.79          64.00           52.1            240         9893.4   072°30.698'W    45°51.190'N
         1798.0         262.82         -54.83          64.75           52.1            240         9898.4   072°30.663'W    45°51.205'N
         1799.0         262.61         -54.87          63.87           52.2            240         9903.4   072°30.629'W    45°51.219'N
         1800.0         262.41         -54.91          64.62           52.2            240         9908.2   072°30.595'W    45°51.233'N
         1801.0         262.23         -54.96          64.67           52.2            240         9912.7   072°30.560'W    45°51.247'N
         1802.0         262.04         -55.00          65.43           52.1            240         9917.3   072°30.526'W    45°51.261'N
         1803.0         261.85         -55.04          64.56           52.1            240         9921.9   072°30.491'W    45°51.275'N
         1804.0         261.65         -55.08          65.33           52.1            240         9926.7   072°30.456'W    45°51.289'N
         1805.0         261.47         -55.11          65.02           52.1            240         9931.3   072°30.421'W    45°51.303'N
         1806.0         261.26         -55.15          65.76           52.1            240         9936.3   072°30.386'W    45°51.317'N
         1807.0         261.07         -55.20          64.88           52.2            240         9941.1   072°30.351'W    45°51.331'N
         1808.0         260.87         -55.24          64.87           52.2            240         9945.8   072°30.316'W    45°51.345'N
         1809.0         260.67         -55.28          65.62           52.2            240         9950.6   072°30.281'W    45°51.360'N
         1810.0         260.47         -55.32          64.74           52.1            240         9955.6   072°30.245'W    45°51.374'N
         1811.0         260.27         -55.36          65.49           52.1            240         9960.4   072°30.210'W    45°51.388'N
         1812.0         260.07         -55.40          65.49           52.0            240         9965.4   072°30.175'W    45°51.402'N
         1813.0         259.87         -55.44          65.48           52.0            241         9970.4   072°30.141'W    45°51.415'N
         1814.0         259.66         -55.48          66.25           51.9            241         9975.4   072°30.105'W    45°51.428'N
         1815.0         259.46         -55.52          67.03           51.9            241         9980.3   072°30.070'W    45°51.442'N
         1816.0         259.27         -55.56          66.27           51.9            241         9985.1   072°30.034'W    45°51.455'N
         1817.0         259.07         -55.59          66.16           51.9            241         9989.9   072°29.999'W    45°51.469'N
         1818.0         258.89         -55.64          66.05           51.9            241         9994.5   072°29.963'W    45°51.483'N
         1819.0         258.70         -55.67          65.27           51.9            241         9999.1   072°29.928'W    45°51.496'N
         1820.0         258.51         -55.71          65.15           51.9            241        10003.7   072°29.894'W    45°51.510'N
         1821.0         258.32         -55.75          65.15           51.8            241        10008.4   072°29.859'W    45°51.524'N
         1822.0         258.13         -55.79          65.04           51.8            241        10013.0   072°29.824'W    45°51.537'N
         1823.0         257.94         -55.83          64.66           51.8            241        10017.8   072°29.788'W    45°51.551'N
         1824.0         257.75         -55.87          63.78           51.7            241        10022.4   072°29.752'W    45°51.564'N
         1825.0         257.57         -55.91          62.88           51.7            241        10027.0   072°29.716'W    45°51.578'N
         1826.0         257.39         -55.95          62.92           51.7            241        10031.4   072°29.680'W    45°51.592'N
         1827.0         257.20         -55.99          62.23           51.7            241        10036.0   072°29.644'W    45°51.605'N
         1828.0         257.03         -56.03          61.31           51.7            241        10040.3   072°29.609'W    45°51.619'N
         1829.0         256.83         -56.07          62.07           51.7            241        10045.1   072°29.575'W    45°51.632'N
         1830.0         256.65         -56.11          61.14           51.6            241        10049.7   072°29.541'W    45°51.645'N
         1831.0         256.45         -56.15          60.95           51.6            241        10054.5   072°29.508'W    45°51.658'N
         1832.0         256.27         -56.19          60.01           51.6            241        10059.1   072°29.474'W    45°51.671'N
         1833.0         256.08         -56.24          59.81           51.6            241        10063.9   072°29.439'W    45°51.684'N
         1834.0         255.90         -56.27          58.85           51.5            241        10068.3   072°29.404'W    45°51.698'N
         1835.0         255.71         -56.31          57.89           51.5            241        10072.8   072°29.368'W    45°51.712'N
         1836.0         255.53         -56.35          57.66           51.5            241        10077.4   072°29.332'W    45°51.726'N
         1837.0         255.34         -56.39          56.93           51.4            241        10082.2   072°29.296'W    45°51.739'N
         1838.0         255.15         -56.43          56.33           51.4            241        10087.0   072°29.261'W    45°51.752'N
         1839.0         254.95         -56.47          56.25           51.4            241        10091.8   072°29.227'W    45°51.765'N
         1840.0         254.76         -56.51          56.08           51.4            241        10096.6   072°29.193'W    45°51.778'N
         1841.0         254.58         -56.55          55.10           51.4            241        10101.2   072°29.158'W    45°51.791'N
         1842.0         254.39         -56.59          54.91           51.4            241        10105.7   072°29.124'W    45°51.803'N
         1843.0         254.22         -56.64          53.92           51.3            241        10110.1   072°29.090'W    45°51.816'N
         1844.0         254.03         -56.68          53.83           51.3            241        10114.7   072°29.055'W    45°51.829'N
         1845.0         253.86         -56.73          53.64           51.2            241        10119.1   072°29.020'W    45°51.842'N
         1846.0         253.67         -56.77          53.45           51.2            241        10123.7   072°28.985'W    45°51.856'N
         1847.0         253.50         -56.81          53.36           51.1            241        10128.1   072°28.951'W    45°51.870'N
         1848.0         253.31         -56.85          52.34           51.1            241        10132.7   072°28.916'W    45°51.883'N
         1849.0         253.14         -56.89          53.07           51.2            241        10137.0   072°28.880'W    45°51.897'N
         1850.0         252.96         -56.93          52.05           51.2            241        10141.6   072°28.845'W    45°51.911'N
         1851.0         252.78         -56.98          51.95           51.2            241        10146.0   072°28.810'W    45°51.924'N
         1852.0         252.60         -57.02          52.19           51.2            241        10150.6   072°28.776'W    45°51.937'N
         1853.0         252.42         -57.06          51.76           51.2            241        10155.0   072°28.741'W    45°51.950'N
         1854.0         252.24         -57.11          51.50           51.2            241        10159.6   072°28.707'W    45°51.963'N
         1855.0         252.06         -57.14          51.44           51.1            241        10164.2   072°28.673'W    45°51.976'N
         1856.0         251.87         -57.19          52.16           51.0            241        10168.9   072°28.638'W    45°51.989'N
         1857.0         251.68         -57.24          51.13           51.0            241        10173.5   072°28.603'W    45°52.003'N
         1858.0         251.49         -57.28          51.08           51.0            241        10178.3   072°28.568'W    45°52.016'N
         1859.0         251.30         -57.33          51.23           51.0            241        10183.1   072°28.533'W    45°52.030'N
         1860.0         251.11         -57.37          50.40           51.1            241        10187.9   072°28.498'W    45°52.044'N
         1861.0         250.93         -57.42          51.12           51.1            241        10192.5   072°28.464'W    45°52.057'N
         1862.0         250.74         -57.46          50.09           51.1            241        10197.2   072°28.429'W    45°52.070'N
         1863.0         250.55         -57.51          49.82           51.2            241        10202.0   072°28.396'W    45°52.084'N
         1864.0         250.37         -57.55          50.76           51.2            241        10206.6   072°28.361'W    45°52.097'N
         1865.0         250.19         -57.59          50.50           51.2            241        10211.2   072°28.326'W    45°52.109'N
         1866.0         250.00         -57.64          49.46           51.2            241        10216.0   072°28.292'W    45°52.123'N
         1867.0         249.81         -57.69          51.19           51.1            241        10220.8   072°28.257'W    45°52.136'N
         1868.0         249.62         -57.73          50.69           51.1            241        10225.4   072°28.222'W    45°52.150'N
         1869.0         249.44         -57.78          50.50           51.0            241        10230.1   072°28.187'W    45°52.163'N
         1870.0         249.26         -57.82          51.25           51.0            241        10234.5   072°28.152'W    45°52.176'N
         1871.0         249.09         -57.87          50.23           51.0            241        10238.9   072°28.118'W    45°52.189'N
         1872.0         248.92         -57.91          50.13           51.0            241        10243.3   072°28.084'W    45°52.202'N
         1873.0         248.73         -57.96          49.95           51.1            241        10247.9   072°28.050'W    45°52.215'N
         1874.0         248.56         -58.00          49.85           51.1            241        10252.3   072°28.016'W    45°52.229'N
         1875.0         248.37         -58.05          50.61           51.2            241        10257.1   072°27.981'W    45°52.242'N
         1876.0         248.18         -58.09          51.37           51.2            241        10261.8   072°27.947'W    45°52.255'N
         1877.0         248.00         -58.13          50.35           51.1            241        10266.4   072°27.912'W    45°52.268'N
         1878.0         247.82         -58.18          51.12           51.1            241        10271.0   072°27.878'W    45°52.282'N
         1879.0         247.63         -58.22          50.94           51.1            241        10275.8   072°27.843'W    45°52.295'N
         1880.0         247.45         -58.27          50.86           51.0            241        10280.4   072°27.808'W    45°52.308'N
         1881.0         247.28         -58.32          49.83           51.1            241        10284.8   072°27.773'W    45°52.322'N
         1882.0         247.10         -58.36          50.61           51.1            241        10289.4   072°27.738'W    45°52.336'N
         1883.0         246.93         -58.40          49.57           51.2            241        10293.7   072°27.702'W    45°52.349'N
         1884.0         246.76         -58.44          50.35           51.2            241        10298.1   072°27.667'W    45°52.363'N
         1885.0         246.58         -58.48          50.69           51.3            241        10302.7   072°27.633'W    45°52.376'N
         1886.0         246.40         -58.53          50.47           51.3            241        10307.3   072°27.599'W    45°52.390'N
         1887.0         246.22         -58.58          49.44           51.3            241        10311.9   072°27.565'W    45°52.402'N
         1888.0         246.03         -58.62          50.21           51.3            241        10316.7   072°27.531'W    45°52.415'N
