*** COMPREHENSIVE AEROLOGICAL REFERENCE DATASET (CARDS) STATION HISTORY *** 

NUMBER = STATION NUMBER (1ST 5 DIGITS IS WMO NUMBER)
NAME = STATION NAME 
COUNTRY = FIPS COUNTRY CODE 
LATITUDE = LATITUDE IN DEGREES & HUNDREDTHS (SOUTH = NEGATIVE)  
LONGITUDE = LONGITUDE IN DEGREES & HUNDREDTHS (WEST = NEGATIVE) 
ELEV = ELEVATION IN METERS (UNKNOWN = 9999.9)   
BEGINS = BEGINNING YEAR-MONTH FOR DIGITAL DATA  
ENDS = ENDING YEAR-MONTH FOR DIGITAL DATA (999912 = STATION STILL ACTIVE)   

NUMBER NAME                            COUNTRY    LATITUDE  LONGITUDE   ELEV    BEGINS ENDS 
163200 BRINDISI                             IT    40.65000   17.95000    7.0    195805 999912   
164200 MESSINA                              IT    38.20000   15.55000   59.0    195707 196608   
164290 TRAPANI/BIRGI                        IT    37.91700   12.50000   14.0    197601 999912   
165600 CAGLIARI/ELMAS                       IT    39.25000    9.05000    7.0    195707 999912   
165960 QRENDI                               MT    35.83300   14.45000  136.0    195601 197812   
165970 LUQA                                 MT    35.85000   14.48300   91.0    198107 999912   
166220 THESSALONIKI/MIKRA                   GR    40.51700   22.96700    7.0    198202 999912   
166220 THESSALONIKI/MIKRA                   GR    40.51700   22.96700    7.0    197905 198007   
166220 THESSALONIKI/MIKRA                   GR    40.51700   22.96700    7.0    197805 197812   
166220 THESSALONIKI/MIKRA                   GR    40.51700   22.96700    7.0    195507 197608   
167160 ATHENS/HELLENIKON                    GR    37.90000   23.73300   14.0    194910 999912   
167540 IRAKLION                             GR    35.33300   25.18300   17.0    197308 999912   
167540 IRAKLION                             GR    35.33300   25.18300   17.0    196409 197105   
170220 ZONGULDAK                            TU    41.45000   31.80000  136.0    197101 197405   
170300 SAMSUN                               TU    41.28300   36.33300   44.0    195304 999912   
170620 ISTANBUL/GOZTEPE                     TU    40.96700   29.08300   40.0    195510 999912   
170820 MERZIFON AFB                         TU    40.83300   35.48300  563.0    197212 198302   
170820 MERZIFON                             TU    40.83300   35.48300  563.0    197101 197112   
171300 ANKARA/CENTRAL                       TU    39.95000   32.88300  894.0    195201 999912   
171950 KAYSERI/ERKILET AFB                  TU    38.78300   35.48300 1052.0    198102 198312   
171950 KAYSERI/ERKILET                      TU    38.78300   35.48300 1052.0    197101 197906   
172200 IZMIR                                TU    38.43300   27.16700   25.0    199101 999912   
172200 IZMIR                                TU    38.43300   27.16700   25.0    195207 198912   
172400 ISPARTA                              TU    37.75000   30.55000  997.0    197008 999912   
172800 DIYARBAKIR                           TU    37.91700   40.20000  667.0    195302 999912   
173000 ANTALYA                              TU    36.70000   30.73300   43.0    197101 197903   
173520 ADANA                                TU    36.98300   35.30000   20.0    198708 999912   
176000 PAPHOS                               CY    34.75000   32.40000    9.0    197101 999912   
176010 AKROTIRI                             CY    34.58300   32.98300   28.0    195707 999912   
176030 EPISKOPI                             CY    34.68300   32.81700  116.0    197006 197602   
176060 NICOSIA                              CY    35.15000   33.28300  235.0    195601 197112   
176070 ATHALASSA                            CY    35.15000   33.40000  161.0    198307 999912   
176090 LARNACA                              CY    34.88300   33.63300    2.0    198002 999912   
176110 AYIOS NICOLAOS                       CY    35.08300   33.90000   37.0    197301 197706   
200460 GMO IM. KRENKELJA/HEISA IS.          RS    80.61700   58.05000   20.0    195801 999912   
200470 BUKHTA TIKHAYA/GUKER IS.             RS    80.45000   52.80000    5.0    195707 195708   
200690 O. VIZE                              RS    79.50000   76.98300   13.0    198510 999912   
200690 O. VIZE                              RS    79.50000   76.98300   12.0    198508 198510   
200690 O. VIZE                              RS    79.50000   76.98300   13.0    198011 198508   
200690 O. VIZE                              RS    79.50000   76.98300   12.0    195511 198011   
201070 BARENCBURG                           RS    78.06700   14.25000   75.0    199006 999912   
201070 BARENCBURG                           RS    78.06700   14.25000   22.0    198708 199006   
201070 BARENCBURG                           RS    78.06700   14.25000   75.0    194712 198708   
202740 O. UYEDINENIYA                       RS    77.50000   82.23300   23.0    198304 999912   
202740 O. UYEDINENIYA                       RS    77.50000   82.23300   22.0    195709 198304   
202920 MYS CHELYUSKIN                       RS    77.71700  104.28300   16.0    198011 999912   
202920 MYS CHELYUSKIN                       RS    77.71700  104.28300   15.0    198009 198011   
202920 MYS CHELYUSKIN                       RS    77.71700  104.28300   16.0    197707 198009   
202920 MYS CHELYUSKIN                       RS    77.71700  104.28300   15.0    195707 197707   
203530 MYS ZELANIYA                         RS    76.95000   68.58300   12.0    198909 999912   
203530 MYS ZELANIYA                         RS    76.95000   68.58300   11.0    198906 198909   
203530 MYS ZELANIYA                         RS    76.95000   68.58300   12.0    198601 198906   
203530 MYS ZELANIYA                         RS    76.95000   68.58300   11.0    195110 198601   
203570 RUSSKAYA                             RS    76.18300   63.56700    9.0    195303 195412   
206670 STANCIYA IM. POPOVA                  RS    73.33300   70.03300    5.0    196203 999912   
206670 STANCIYA IM. POPOVA                  RS    73.33300   70.03300    4.0    196104 196203   
206740 O. DIKSON                            RS    73.50000   80.23330   48.0    198605 999912   
206740 O. DIKSON                            RS    73.50000   80.23330   47.0    198503 198605   
206740 O. DIKSON                            RS    73.50000   80.23330   48.0    198011 198503   
206740 O. DIKSON                            RS    73.50000   80.23330   47.0    195410 198011   
207440 MALYE KARMAKULI                      RS    72.38300   52.73300   20.0    198503 999912   
207440 MALYE KARMAKULY                      RS    72.38300   52.73300   19.0    196607 198503   
208910 KHATANGA                             RS    72.00000  102.56600   27.0    198509 999912   
208910 KHATANGA                             RS    72.00000  102.56600   26.0    198508 198509   
208910 KHATANGA                             RS    71.98300  102.46700   27.0    198305 198508   
208910 KHATANGA                             RS    71.98300  102.46700   26.0    195607 198305   
209640 TADIBEJAXA                           RS    70.36700   74.13300    3.0    196012 999912   
213580 O. ZHOKHOVA                          RS    76.15000  152.83300   22.0    199004 999912   
213580 O. ZHOKHOVA                          RS    76.15000  152.83300   21.0    199001 199004   
213580 O. ZHOKHOVA                          RS    76.15000  152.83300   22.0    198709 199001   
213580 O. ZHOKHOVA                          RS    76.15000  152.83300   21.0    195811 198709   
214320 O. KOTEL'NYY                         RS    76.00000  137.86600   23.0    198311 999912   
214320 O. KOTEL'NYY                         RS    76.00000  137.86600   22.0    198309 198311   
214320 O. KOTEL'NYY                         RS    76.00000  137.86600   23.0    198302 198309   
214320 O. KOTEL'NYY                         RS    76.00000  137.86600   22.0    194601 198302   
215040 O. PREOBRAZHENIYA                    RS    74.66700  112.93300   34.0    199011 999912   
215040 O. PREOBRAZHENIYA                    RS    74.66700  112.93300   61.0    199011 199011   
215040 O. PREOBRAZHENIYA                    RS    74.66700  112.93300   34.0    195803 199011   
216470 MYS SALAUROVA                        RS    73.18300  143.93300   20.0    195801 999912   
218240 TIKSI                                RS    71.58300  128.91600    4.0    194601 999912   
219460 CHOKURDAKH                           RS    70.61700  147.88300   44.0    196101 198910   
219650 O. CHETYREKHSTOLBOVOY                RS    70.63300  162.40000   38.0    193309 999912   
219820 O. VRANGELYA                         RS    70.96700 -178.53000    3.0    194201 999912   
221130 MURMANSK                             RS    69.00000   33.11660  121.0    194804 999912   
221650 KANIN NOS (SEE 222710)               RS    68.65000   43.30000   48.0    195805 196210   
222170 KANDALAKSA                           RS    67.15000   32.35000   25.0    195709 999912   
222710 SOJNA                                RS    68.65000   43.30000   48.0    196611 999912   
222710 SOJNA                                RS    67.83300   44.15000   10.0    196211 196611   
222710 KANIN NOS                            RS    68.65000   43.30000   48.0    195109 196211   
225220 KEM-PORT                             RS    64.95000   34.65000    8.0    195010 999912   
225500 ARHANGEL'SK                          RS    64.53300   40.58330    5.0    197699 999912   
225500 ARHANGEL'SK                          RS    64.61600   40.50000    4.0    197699 197699   
225500 ARHANGEL'SK                          RS    64.55000   40.58330    6.0    196199 197699   
225500 ARHANGEL'SK                          RS    64.53300   40.58330    4.0    196199 196199   
225500 ARKHANGEL'SK                         RS    64.58300   40.50000    4.0    195299 196199   
225500 ARKHANGEL'SK                         RS    64.55000   40.58330    6.0    195299 195299   
225500 ARKHANGEL'SK                         RS    64.53300   40.50000    6.0    194899 195299   
227680 SENKURAK                             RS    62.10000   42.90000   50.0    195302 195412   
228020 SORTOVALA                            RS    61.71700   30.71700   18.0    198206 999912   
228020 SORTOVALA                            RS    61.71700   30.71700   17.0    198204 198206   
228020 SORTOVALA                            RS    61.71700   30.71700   18.0    198012 198204   
228020 SORTOVALA                            RS    61.71700   30.71700   17.0    194899 198012   
228200 PETROZAVODSK                         RS    61.81700   34.26700  109.0    195707 999912   
228450 KARGOPOL'                            RS    61.50000   38.95000  126.0    196206 999912   
230220 AMDERMA                              RS    69.76700   61.68300   55.0    195899 999912   
230740 PUDINKA                              RS    69.40000   86.16700   28.0    195108 196012   
230780 NORILSK                              RS    69.33300   88.30000   65.0    198002 999912   
231460 MYS KAMENNIY                         RS    68.46700   73.60000    2.0    195309 999912   
232050 NAR'JAN-MAR                          RS    67.65000   53.11660    6.0    194699 999912   
232740 IGARKA                               RS    67.46700   86.56700   21.0    194901 197405   
233300 SALEHARD                             RS    66.53300   66.66660   16.0    194408 999912   
234180 PECHORA                              RS    65.11700   57.10000   61.0    195305 999912   
234720 TURUHANSK                            RS    65.78300   87.95000   38.0    195812 999912   
235520 TARKO-SALE                           RS    64.91700   77.81700   27.0    195301 999912   
238040 SYKTYVKAR                            RS    61.66700   50.85000  116.0    193999 999912   
238840 BOR                                  RS    61.60000   90.08330   64.0    197610 999912   
238840 BOR                                  RS    61.56600   90.30000   60.0    197610 197610   
238840 BOR                                  RS    61.60000   90.08330   63.0    195710 197610   
239210 IVDEL'                               RS    60.68300   60.43300  102.0    195712 999912   
239210 IVDEL'                               RS    60.68300   60.45000   95.0    195712 195712   
239210 IVDEL'                               RS    60.68300   60.43300  101.0    195299 195712   
239330 KHANTY-MANSIYSK                      RS    61.01600   69.03330   44.0    194401 999912   
239550 ALEKSANDROVSKOYE                     RS    60.43300   77.86700   48.0    194811 999912   
241250 OLENEK                               RS    68.51600  112.43300  207.0    198508 999912   
241250 OLENEK                               RS    68.50000  112.43300  131.0    196312 198508   
241250 OLENEK                               RS    68.51600  112.43300  207.0    196312 196312   
241250 OLENEK                               RS    68.50000  112.43300  130.0    193708 196312   
242660 VERKHOYANSK                          RS    67.51600  133.38300  137.0    192601 999912   
243430 ZIGANSK                              RS    66.76700  123.35000   84.0    197812 999912   
243430 ZHIGANSK                             RS    66.76700  123.35000   80.0    197801 197812   
243430 ZHIGANSK                             RS    66.76700  123.35000   83.0    193901 197801   
245070 TURA                                 RS    64.26600  100.23300  162.0    196203 999912   
245070 TURA                                 RS    64.16700  100.23300  186.0    196203 196203   
245070 TURA                                 RS    64.26600  100.23300  161.0    195099 196203   
246410 VILYUYSK                             RS    63.76700  121.61700  111.0    193811 999912   
246880 OYMYAKON                             RS    63.26600  143.14900  740.0    194401 999912   
247260 MIRNYY                               RS    62.51600  113.86600  358.0    196409 999912   
247590 YAKUTSK OBSERVATORY                  RS    62.02000  129.72000  100.0    195805 196304   
247900 SUSUMAN                              RS    62.78300  148.16600  649.0    198810 999912   
247900 SUSUMAN                              RS    62.78300  148.16600  649.0    194911 197512   
247930 SHUTRMOVOY                           RS    62.85000  149.76700 9999.9    195504 195906   
248170 ERBOGACEN                            RS    61.26700  108.01700  284.0    195001 999912   
249080 VANAVARA                             RS    60.33300  102.26600  207.0    195610 999912   
249080 VANAVARA                             RS    60.33300  102.33300  260.0    195610 195610   
249080 VANAVARA                             RS    60.33300  102.26700  206.0    195212 195610   
249440 OLEKMINSK                            RS    60.36600  120.40000  134.0    195010 999912   
249590 YAKUTSK                              RS    62.01600  129.75000  110.0    195999 999912   
249590 YAKUTSK                              RS    62.01600  129.71600  106.0    195999 195999   
249590 YAKUTSK                              RS    62.01600  129.75000  109.0    193799 195999   
250420 O AYON                               RS    69.93300  167.98300   16.0    196003 198212   
251230 CHERSKIY                             RS    68.75000  161.28300   26.0    195199 999912   
251730 MYS SHMIDTA                          RS    68.91700 -179.48000    5.0    194099 999912   
252060 SREDNEKOLYMSK                        RS    67.45000  153.68300   23.0    195707 196201   
253990 MYS UZLEN                            RS    66.16700 -169.83000    6.0    193499 999912   
254000 ZYRYANKA                             RS    65.73300  150.90000   48.0    196304 999912   
254280 OMOLON                               RS    65.23300  160.53300  264.0    195711 999912   
